,depth,observer,instrument,comments,geometry,state,date,Location,site
6975,63,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87804464962186 39.90675526783218),CO,2021-04-07,Fraser,SNB
6976,82,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87806309014674 39.90673350477591),CO,2021-04-07,Fraser,SNB
6977,83,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87808153066001 39.90671174171676),CO,2021-04-07,Fraser,SNB
6978,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87809997116169 39.90668997865472),CO,2021-04-07,Fraser,SNB
6979,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87811841165177 39.90666821558979),CO,2021-04-07,Fraser,SNB
6980,73,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87813685213024 39.906646452521976),CO,2021-04-07,Fraser,SNB
6981,74,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87815529259713 39.90662468945128),CO,2021-04-07,Fraser,SNB
6982,76,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8781737330524 39.90660292637769),CO,2021-04-07,Fraser,SNB
6983,67,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87819217349609 39.9065811633012),CO,2021-04-07,Fraser,SNB
6984,63,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87821061392819 39.906559400221845),CO,2021-04-07,Fraser,SNB
6985,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87822905434867 39.90653763713959),CO,2021-04-07,Fraser,SNB
6986,62,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87824864153063 39.90651406341716),CO,2021-04-07,Fraser,SNB
6987,68,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87826822869926 39.90649048969145),CO,2021-04-07,Fraser,SNB
6988,59,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87828781585455 39.906466915962504),CO,2021-04-07,Fraser,SNB
6989,45,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87830740299651 39.906443342230276),CO,2021-04-07,Fraser,SNB
6990,53,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8783269901251 39.906419768494814),CO,2021-04-07,Fraser,SNB
6991,59,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87834657724038 39.90639619475609),CO,2021-04-07,Fraser,SNB
6992,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87836616434231 39.9063726210141),CO,2021-04-07,Fraser,SNB
6993,59,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87838575143088 39.906349047268854),CO,2021-04-07,Fraser,SNB
6994,57,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87840533850614 39.90632547352035),CO,2021-04-07,Fraser,SNB
6995,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87842492556804 39.906301899768586),CO,2021-04-07,Fraser,SNB
6996,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87844927227286 39.90628459678805),CO,2021-04-07,Fraser,SNB
6997,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87847361896542 39.90626729380249),CO,2021-04-07,Fraser,SNB
6998,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8784979656457 39.9062499908119),CO,2021-04-07,Fraser,SNB
6999,75,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87852231231373 39.906232687816285),CO,2021-04-07,Fraser,SNB
7000,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8785466589695 39.90621538481563),CO,2021-04-07,Fraser,SNB
7001,62,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.878571005613 39.90619808180995),CO,2021-04-07,Fraser,SNB
7002,58,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87859535224423 39.90618077879923),CO,2021-04-07,Fraser,SNB
7003,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87861969886319 39.90616347578348),CO,2021-04-07,Fraser,SNB
7004,54,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8786440454699 39.906146172762725),CO,2021-04-07,Fraser,SNB
7005,51,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87866839206433 39.906128869736904),CO,2021-04-07,Fraser,SNB
7006,49,"S.Kinney, E.Collett",Snow Depth Probe,treewell edge,POINT (-105.87870357738545 39.906135810923736),CO,2021-04-07,Fraser,SNB
7007,57,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87873876271348 39.906142752099804),CO,2021-04-07,Fraser,SNB
7008,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87877394804845 39.90614969326512),CO,2021-04-07,Fraser,SNB
7009,62,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87880913339032 39.906156634419666),CO,2021-04-07,Fraser,SNB
7010,48,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87884431873911 39.90616357556345),CO,2021-04-07,Fraser,SNB
7011,51,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87887950409483 39.90617051669646),CO,2021-04-07,Fraser,SNB
7012,58,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87891468945746 39.906177457818714),CO,2021-04-07,Fraser,SNB
7013,38,"S.Kinney, E.Collett",Snow Depth Probe,small treewell,POINT (-105.878949874827 39.90618439893022),CO,2021-04-07,Fraser,SNB
7014,40,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87898506020349 39.906191340030944),CO,2021-04-07,Fraser,SNB
7015,31,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87902024558687 39.90619828112092),CO,2021-04-07,Fraser,SNB
7016,49,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8790508324755 39.906211563891794),CO,2021-04-07,Fraser,SNB
7017,45,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87908141937582 39.906224846654446),CO,2021-04-07,Fraser,SNB
7018,48,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87911200628787 39.90623812940888),CO,2021-04-07,Fraser,SNB
7019,52,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87914259321163 39.90625141215508),CO,2021-04-07,Fraser,SNB
7020,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8791731801471 39.90626469489306),CO,2021-04-07,Fraser,SNB
7021,49,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8792037670943 39.90627797762279),CO,2021-04-07,Fraser,SNB
7022,71,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8792343540532 39.906291260344304),CO,2021-04-07,Fraser,SNB
7023,50,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87926494102382 39.90630454305761),CO,2021-04-07,Fraser,SNB
7024,67,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87929552800614 39.90631782576267),CO,2021-04-07,Fraser,SNB
7025,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87932611500018 39.90633110845951),CO,2021-04-07,Fraser,SNB
7026,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87932296272972 39.90635906261604),CO,2021-04-07,Fraser,SNB
7027,71,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87931981045689 39.906387016772406),CO,2021-04-07,Fraser,SNB
7028,72,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87931665818172 39.90641497092856),CO,2021-04-07,Fraser,SNB
7029,69,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87931350590418 39.90644292508455),CO,2021-04-07,Fraser,SNB
7030,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87931035362429 39.906470879240324),CO,2021-04-07,Fraser,SNB
7031,77,"S.Kinney, E.Collett",Snow Depth Probe,ditch,POINT (-105.87930720134203 39.906498833395915),CO,2021-04-07,Fraser,SNB
7032,87,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87930404905744 39.90652678755132),CO,2021-04-07,Fraser,SNB
7033,24,"S.Kinney, E.Collett",Snow Depth Probe,deadfall,POINT (-105.87930089677047 39.90655474170652),CO,2021-04-07,Fraser,SNB
7034,45,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87929774448116 39.90658269586154),CO,2021-04-07,Fraser,SNB
7035,41,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87929459218948 39.90661065001636),CO,2021-04-07,Fraser,SNB
7036,51,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87928552187266 39.906633243191315),CO,2021-04-07,Fraser,SNB
7037,37,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87927645155001 39.90665583636552),CO,2021-04-07,Fraser,SNB
7038,36,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87926738122152 39.906678429539014),CO,2021-04-07,Fraser,SNB
7039,43,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8792583108872 39.90670102271178),CO,2021-04-07,Fraser,SNB
7040,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87924924054703 39.90672361588379),CO,2021-04-07,Fraser,SNB
7041,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87924017020103 39.90674620905508),CO,2021-04-07,Fraser,SNB
7042,62,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87923109984919 39.90676880222564),CO,2021-04-07,Fraser,SNB
7043,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87922202949152 39.90679139539547),CO,2021-04-07,Fraser,SNB
7044,52,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.879212959128 39.906813988564565),CO,2021-04-07,Fraser,SNB
7045,32,"S.Kinney, E.Collett",Snow Depth Probe,treewell edge,POINT (-105.87920388875865 39.90683658173293),CO,2021-04-07,Fraser,SNB
7046,40,"S.Kinney, E.Collett",Snow Depth Probe,treewell,POINT (-105.87917721399643 39.90685480349723),CO,2021-04-07,Fraser,SNB
7047,60,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87915053922005 39.906873025255514),CO,2021-04-07,Fraser,SNB
7048,51,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87912386442949 39.906891247007735),CO,2021-04-07,Fraser,SNB
7049,51,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87909718962479 39.90690946875392),CO,2021-04-07,Fraser,SNB
7050,60,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87907051480593 39.906927690494065),CO,2021-04-07,Fraser,SNB
7051,30,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8790438399729 39.906945912228174),CO,2021-04-07,Fraser,SNB
7052,46,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87901716512572 39.906964133956244),CO,2021-04-07,Fraser,SNB
7053,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87899049026439 39.90698235567828),CO,2021-04-07,Fraser,SNB
7054,24,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87896381538887 39.907000577394264),CO,2021-04-07,Fraser,SNB
7055,27,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8789371404992 39.90701879910422),CO,2021-04-07,Fraser,SNB
7056,53,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87890095760659 39.90702538018901),CO,2021-04-07,Fraser,SNB
7057,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87886477470684 39.90703196126258),CO,2021-04-07,Fraser,SNB
7058,24,"S.Kinney, E.Collett",Snow Depth Probe,under deadfall,POINT (-105.87882859179999 39.90703854232492),CO,2021-04-07,Fraser,SNB
7059,30,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.878792408886 39.90704512337603),CO,2021-04-07,Fraser,SNB
7060,42,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87875622596489 39.907051704415935),CO,2021-04-07,Fraser,SNB
7061,22,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87872004303668 39.907058285444606),CO,2021-04-07,Fraser,SNB
7062,45,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87868386010132 39.907064866462065),CO,2021-04-07,Fraser,SNB
7063,41,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87864767715885 39.90707144746828),CO,2021-04-07,Fraser,SNB
7064,35,"S.Kinney, E.Collett",Snow Depth Probe,treewell,POINT (-105.87861149420928 39.90707802846329),CO,2021-04-07,Fraser,SNB
7065,53,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87857531125258 39.90708460944707),CO,2021-04-07,Fraser,SNB
7066,54,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87856729534425 39.90709818481802),CO,2021-04-07,Fraser,SNB
7067,49,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87855927943284 39.90711176018843),CO,2021-04-07,Fraser,SNB
7068,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87855126351828 39.907125335558284),CO,2021-04-07,Fraser,SNB
7069,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87854324760059 39.907138910927586),CO,2021-04-07,Fraser,SNB
7070,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87853523167978 39.90715248629634),CO,2021-04-07,Fraser,SNB
7071,67,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87852721575585 39.907166061664526),CO,2021-04-07,Fraser,SNB
7072,82,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87851919982879 39.90717963703218),CO,2021-04-07,Fraser,SNB
7073,74,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87851118389861 39.90719321239927),CO,2021-04-07,Fraser,SNB
7074,69,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87850316796529 39.90720678776582),CO,2021-04-07,Fraser,SNB
7075,57,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87833138095675 39.907221603748646),CO,2021-04-07,Fraser,SNB
7076,70,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87836665885492 39.90723575213983),CO,2021-04-07,Fraser,SNB
7077,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87840193676745 39.90724990052008),CO,2021-04-07,Fraser,SNB
7078,58,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87843721469437 39.9072640488894),CO,2021-04-07,Fraser,SNB
7079,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87847249263567 39.90727819724781),CO,2021-04-07,Fraser,SNB
7080,65,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87850777059131 39.90729234559528),CO,2021-04-07,Fraser,SNB
7081,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87854304856135 39.90730649393184),CO,2021-04-07,Fraser,SNB
7082,70,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87857832654576 39.90732064225746),CO,2021-04-07,Fraser,SNB
7083,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87861360454453 39.90733479057216),CO,2021-04-07,Fraser,SNB
7084,76,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87864888255768 39.90734893887595),CO,2021-04-07,Fraser,SNB
7085,28,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87798228306953 39.90736840362959),CO,2021-04-07,Fraser,SNB
7086,57,D.Craaybeek,Snow Depth Probe,BKN skies,POINT (-105.88285109396628 39.9057006706791),CO,2021-04-07,Fraser,JPL1
7087,63,D.Craaybeek,Snow Depth Probe,took coordinates today,POINT (-105.88285097832507 39.90569166180121),CO,2021-04-07,Fraser,JPL1
7088,64,D.Craaybeek,Snow Depth Probe,light snowfall,POINT (-105.88285086268392 39.90568265292331),CO,2021-04-07,Fraser,JPL1
7089,57,D.Craaybeek,Snow Depth Probe,,POINT (-105.88285074704282 39.9056736440454),CO,2021-04-07,Fraser,JPL1
7090,51,D.Craaybeek,Snow Depth Probe,,POINT (-105.88285063140177 39.905664635167476),CO,2021-04-07,Fraser,JPL1
7091,48,D.Craaybeek,Snow Depth Probe,,POINT (-105.88285051576077 39.90565562628952),CO,2021-04-07,Fraser,JPL1
7092,51,D.Craaybeek,Snow Depth Probe,,POINT (-105.88286221341427 39.90565553722873),CO,2021-04-07,Fraser,JPL1
7093,55,D.Craaybeek,Snow Depth Probe,,POINT (-105.88287391106775 39.90565544816676),CO,2021-04-07,Fraser,JPL1
7094,54,D.Craaybeek,Snow Depth Probe,,POINT (-105.88288560872114 39.905655359103605),CO,2021-04-07,Fraser,JPL1
7095,61,D.Craaybeek,Snow Depth Probe,,POINT (-105.8828973063745 39.90565527003927),CO,2021-04-07,Fraser,JPL1
7096,61,D.Craaybeek,Snow Depth Probe,,POINT (-105.88290900402781 39.90565518097377),CO,2021-04-07,Fraser,JPL1
7097,53,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292070168107 39.905655091907065),CO,2021-04-07,Fraser,JPL1
7098,61,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292081733125 39.90566410078484),CO,2021-04-07,Fraser,JPL1
7099,63,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292093298149 39.905673109662594),CO,2021-04-07,Fraser,JPL1
7100,58,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292104863179 39.90568211854034),CO,2021-04-07,Fraser,JPL1
7101,56,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292116428214 39.90569112741807),CO,2021-04-07,Fraser,JPL1
7102,50,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292127993253 39.905700136295785),CO,2021-04-07,Fraser,JPL1
7103,50,D.Craaybeek,Snow Depth Probe,,POINT (-105.88290958227162 39.90570022536263),CO,2021-04-07,Fraser,JPL1
7104,58,D.Craaybeek,Snow Depth Probe,,POINT (-105.88289788461066 39.90570031442828),CO,2021-04-07,Fraser,JPL1
7105,55,D.Craaybeek,Snow Depth Probe,,POINT (-105.88288618694963 39.90570040349275),CO,2021-04-07,Fraser,JPL1
7106,58,D.Craaybeek,Snow Depth Probe,,POINT (-105.88287448928857 39.90570049255604),CO,2021-04-07,Fraser,JPL1
7107,58,D.Craaybeek,Snow Depth Probe,,POINT (-105.88286279162745 39.90570058161817),CO,2021-04-07,Fraser,JPL1
7108,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88251787287422 39.906171714605925),CO,2021-04-07,Fraser,JPL2
7109,26,D.Craaybeek,Snow Depth Probe,,POINT (-105.88250617513184 39.90617180363293),CO,2021-04-07,Fraser,JPL2
7110,46,D.Craaybeek,Snow Depth Probe,,POINT (-105.88248254845718 39.9061539639273),CO,2021-04-07,Fraser,JPL2
7111,41,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243575749894 39.9061543200139),CO,2021-04-07,Fraser,JPL2
7112,48,D.Craaybeek,Snow Depth Probe,,POINT (-105.88242382858505 39.90613639127615),CO,2021-04-07,Fraser,JPL2
7113,50,D.Craaybeek,Snow Depth Probe,,POINT (-105.88238885095735 39.90614566720329),CO,2021-04-07,Fraser,JPL2
7114,51,D.Craaybeek,Snow Depth Probe,,POINT (-105.88241236201952 39.906154498050114),CO,2021-04-07,Fraser,JPL2
7115,59,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240112661653 39.90619062257938),CO,2021-04-07,Fraser,JPL2
7116,71,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240158895415 39.9062266580921),CO,2021-04-07,Fraser,JPL2
7117,20,D.Craaybeek,Snow Depth Probe,,POINT (-105.88248335762216 39.90621702607343),CO,2021-04-07,Fraser,JPL2
7118,21,D.Craaybeek,Snow Depth Probe,,POINT (-105.88247177546565 39.906226123975024),CO,2021-04-07,Fraser,JPL2
7119,15,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243645103202 39.906208373282716),CO,2021-04-07,Fraser,JPL2
7120,8,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243610426525 39.90618134664836),CO,2021-04-07,Fraser,JPL2
7121,33,D.Craaybeek,Snow Depth Probe,,POINT (-105.88244791759989 39.906190266506506),CO,2021-04-07,Fraser,JPL2
7122,50,D.Craaybeek,Snow Depth Probe,,POINT (-105.8824482643714 39.90621729314072),CO,2021-04-07,Fraser,JPL2
7123,23,D.Craaybeek,Snow Depth Probe,,POINT (-105.88244814878085 39.90620828426267),CO,2021-04-07,Fraser,JPL2
7124,24,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243621985413 39.9061903555265),CO,2021-04-07,Fraser,JPL2
7125,35,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240135778524 39.90620864033577),CO,2021-04-07,Fraser,JPL2
7126,43,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240147336968 39.906217649213936),CO,2021-04-07,Fraser,JPL2
7127,71,"S.Kinney, E.Collett",Snow Depth Probe,"BKN sky, calm wind, light precip.",POINT (-105.88256965645665 39.905648754516015),CO,2021-04-07,Fraser,SNA
7128,72,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88256389629782 39.905655708841714),CO,2021-04-07,Fraser,SNA
7129,68,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88255813602225 39.905662654158256),CO,2021-04-07,Fraser,SNA
7130,69,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88255237586112 39.90566960848342),CO,2021-04-07,Fraser,SNA
7131,67,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88254661569883 39.90567656280827),CO,2021-04-07,Fraser,SNA
7132,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88254085541979 39.90568350812398),CO,2021-04-07,Fraser,SNA
7133,62,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88253509525518 39.90569046244826),CO,2021-04-07,Fraser,SNA
7134,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88252933508943 39.905697416772284),CO,2021-04-07,Fraser,SNA
7135,61,"S.Kinney, E.Collett",Snow Depth Probe,treewell,POINT (-105.88252357480691 39.90570436208716),CO,2021-04-07,Fraser,SNA
7136,52,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88251781463883 39.90571131641061),CO,2021-04-07,Fraser,SNA
7137,60,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8825120544696 39.90571827073379),CO,2021-04-07,Fraser,SNA
7138,57,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88250629418363 39.9057252160478),CO,2021-04-07,Fraser,SNA
7139,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88250053401208 39.9057321703704),CO,2021-04-07,Fraser,SNA
7140,57,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88249477383938 39.90573912469272),CO,2021-04-07,Fraser,SNA
7141,54,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88248901354993 39.9057460700059),CO,2021-04-07,Fraser,SNA
7142,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88248325337491 39.905753024327666),CO,2021-04-07,Fraser,SNA
7143,42,"S.Kinney, E.Collett",Snow Depth Probe,treewell,POINT (-105.88247749319875 39.905759978649144),CO,2021-04-07,Fraser,SNA
7144,52,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88247173290581 39.90576692396147),CO,2021-04-07,Fraser,SNA
7145,54,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88246597272733 39.90577387828238),CO,2021-04-07,Fraser,SNA
7146,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88246021254768 39.905780832603014),CO,2021-04-07,Fraser,SNA
7147,60,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8824544522513 39.90578777791449),CO,2021-04-07,Fraser,SNA
7148,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88244869206935 39.90579473223457),CO,2021-04-07,Fraser,SNA
7149,51,"S.Kinney, E.Collett",Snow Depth Probe,treewell edge,POINT (-105.88244293188623 39.905801686554376),CO,2021-04-07,Fraser,SNA
7150,52,"S.Kinney, E.Collett",Snow Depth Probe,treewell edge,POINT (-105.88243717158636 39.90580863186501),CO,2021-04-07,Fraser,SNA
7151,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88243141140094 39.90581558618423),CO,2021-04-07,Fraser,SNA
7152,61,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88242565121436 39.90582254050317),CO,2021-04-07,Fraser,SNA
7153,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88241989091102 39.905829485812966),CO,2021-04-07,Fraser,SNA
7154,63,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88241413072213 39.905836440131345),CO,2021-04-07,Fraser,SNA
7155,63,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88240837053208 39.90584339444945),CO,2021-04-07,Fraser,SNA
7156,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88240261022528 39.905850339758395),CO,2021-04-07,Fraser,SNA
7157,50,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8823968500329 39.905857294075936),CO,2021-04-07,Fraser,SNA
7158,66,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88238314798954 39.905883526641226),CO,2021-04-07,Fraser,SNA
7159,56,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.8823678866327 39.90590977107022),CO,2021-04-07,Fraser,SNA
7160,48,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88235262409457 39.90593601550611),CO,2021-04-07,Fraser,SNA
7161,42,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88233736271471 39.905962259931094),CO,2021-04-07,Fraser,SNA
7162,42,"S.Kinney, E.Collett",Snow Depth Probe,treewell edge,POINT (-105.88232210132337 39.905988504354085),CO,2021-04-07,Fraser,SNA
7163,68,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88230683875074 39.906014748783996),CO,2021-04-07,Fraser,SNA
7164,69,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88229157733639 39.906040993202964),CO,2021-04-07,Fraser,SNA
7165,64,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88227631591053 39.90606723761997),CO,2021-04-07,Fraser,SNA
7166,58,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88226105330341 39.90609348204385),CO,2021-04-07,Fraser,SNA
7167,46,"S.Kinney, E.Collett",Snow Depth Probe,treewell,POINT (-105.88225982913576 39.90611961965593),CO,2021-04-07,Fraser,SNA
7168,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88225487225871 39.906128369805835),CO,2021-04-07,Fraser,SNA
7169,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88224991409507 39.906137110955534),CO,2021-04-07,Fraser,SNA
7170,55,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88224495721552 39.90614586110502),CO,2021-04-07,Fraser,SNA
7171,68,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88224000033475 39.90615461125428),CO,2021-04-07,Fraser,SNA
7172,70,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88223504216738 39.906163352403354),CO,2021-04-07,Fraser,SNA
7173,74,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88223008528408 39.90617210255219),CO,2021-04-07,Fraser,SNA
7174,79,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.88222512839957 39.90618085270083),CO,2021-04-07,Fraser,SNA
