,depth,observer,instrument,comments,geometry,state,date,Location,site
0,122,"A.G., M.D.",,SP,POINT (-107.7170427362222 37.900645211887095),CO,2021-02-10,Senator Beck,
1,138,"A.G., M.D.",,,POINT (-107.71704873622902 37.90066821194493),CO,2021-02-10,Senator Beck,
2,166,"A.G., M.D.",,,POINT (-107.71704473622596 37.900689211910574),CO,2021-02-10,Senator Beck,
3,163,"A.G., M.D.",,,POINT (-107.71705373623588 37.900716211996446),CO,2021-02-10,Senator Beck,
4,153,"A.G., M.D.",,,POINT (-107.71705473623793 37.90074221200863),CO,2021-02-10,Senator Beck,
5,153,"A.G., M.D.",,,POINT (-107.71705873624293 37.90076921204851),CO,2021-02-10,Senator Beck,
6,150,"A.G., M.D.",,,POINT (-107.71706373624897 37.90079721209772),CO,2021-02-10,Senator Beck,
7,152,"A.G., M.D.",,,POINT (-107.71705873624532 37.90082721205521),CO,2021-02-10,Senator Beck,
8,152,"A.G., M.D.",,,POINT (-107.71705473624273 37.900859212022155),CO,2021-02-10,Senator Beck,
9,162,"A.G., M.D.",,,POINT (-107.71705173624053 37.90087721199665),CO,2021-02-10,Senator Beck,
10,158,"A.G., M.D.",,,POINT (-107.71704973624007 37.90091321198242),CO,2021-02-10,Senator Beck,
11,153,"A.G., M.D.",,,POINT (-107.71705373624555 37.900951212023585),CO,2021-02-10,Senator Beck,
12,154,"A.G., M.D.",,,POINT (-107.7170517362447 37.90097821200833),CO,2021-02-10,Senator Beck,
13,151,"A.G., M.D.",,,POINT (-107.71705073624466 37.90100121200179),CO,2021-02-10,Senator Beck,
14,153,"A.G., M.D.",,,POINT (-107.71705073624568 37.90102621200467),CO,2021-02-10,Senator Beck,
15,144,"A.G., M.D.",,,POINT (-107.71704873624476 37.90105121198919),CO,2021-02-10,Senator Beck,
16,155,"A.G., M.D.",,,POINT (-107.71705073624781 37.901078212010674),CO,2021-02-10,Senator Beck,
17,143,"A.G., M.D.",,,POINT (-107.71705173624994 37.90110621202312),CO,2021-02-10,Senator Beck,
18,139,"A.G., M.D.",,,POINT (-107.71705373625319 37.901137212045086),CO,2021-02-10,Senator Beck,
19,146,"A.G., M.D.",,,POINT (-107.71706473626476 37.901157212148526),CO,2021-02-10,Senator Beck,
20,131,"A.G., M.D.",,,POINT (-107.71706173626293 37.901184212124065),CO,2021-02-10,Senator Beck,
21,153,"A.G., M.D.",,,POINT (-107.71705573625827 37.90121321207227),CO,2021-02-10,Senator Beck,
22,178,"A.G., M.D.",,,POINT (-107.71704673625048 37.90123821199242),CO,2021-02-10,Senator Beck,
23,144,"A.G., M.D.",,,POINT (-107.71704573625063 37.901265211986356),CO,2021-02-10,Senator Beck,
24,149,"A.G., M.D.",,,POINT (-107.71704273624893 37.90129521196222),CO,2021-02-10,Senator Beck,
25,154,"A.G., M.D.",,NP,POINT (-107.71704473625195 37.90132121198363),CO,2021-02-10,Senator Beck,
26,140,"A.G., M.D.",,EP,POINT (-107.71667673587815 37.90098020856153),CO,2021-02-10,Senator Beck,
27,149,"A.G., M.D.",,,POINT (-107.71666073586248 37.90097920841434),CO,2021-02-10,Senator Beck,
28,158,"A.G., M.D.",,,POINT (-107.7167067359072 37.90097320883646),CO,2021-02-10,Senator Beck,
29,161,"A.G., M.D.",,,POINT (-107.71672973592968 37.90097320904788),CO,2021-02-10,Senator Beck,
30,168,"A.G., M.D.",,,POINT (-107.71677673597561 37.90097320947988),CO,2021-02-10,Senator Beck,
31,165,"A.G., M.D.",,,POINT (-107.71679973599839 37.90098020969211),CO,2021-02-10,Senator Beck,
32,153,"A.G., M.D.",,,POINT (-107.71682773602568 37.90097820994923),CO,2021-02-10,Senator Beck,
33,158,"A.G., M.D.",,,POINT (-107.71686373606109 37.90098321028072),CO,2021-02-10,Senator Beck,
34,148,"A.G., M.D.",,,POINT (-107.71689373609053 37.90098621055685),CO,2021-02-10,Senator Beck,
35,150,"A.G., M.D.",,,POINT (-107.71694273613836 37.90098421100702),CO,2021-02-10,Senator Beck,
36,163,"A.G., M.D.",,,POINT (-107.71696773616276 37.90098321123672),CO,2021-02-10,Senator Beck,
37,156,"A.G., M.D.",,,POINT (-107.7170107362046 37.90097821163143),CO,2021-02-10,Senator Beck,
38,150,"A.G., M.D.",,,POINT (-107.71706873626181 37.90099021216599),CO,2021-02-10,Senator Beck,
39,155,"A.G., M.D.",,,POINT (-107.71710273629526 37.90099521247913),CO,2021-02-10,Senator Beck,
40,142,"A.G., M.D.",,,POINT (-107.71714673633875 37.9010062128849),CO,2021-02-10,Senator Beck,
41,149,"A.G., M.D.",,,POINT (-107.71717773636902 37.90100521316976),CO,2021-02-10,Senator Beck,
42,157,"A.G., M.D.",,,POINT (-107.71720573639641 37.90100521342717),CO,2021-02-10,Senator Beck,
43,150,"A.G., M.D.",,,POINT (-107.7172437364339 37.90101321377746),CO,2021-02-10,Senator Beck,
44,153,"A.G., M.D.",,,POINT (-107.71727673646618 37.90101321408084),CO,2021-02-10,Senator Beck,
45,153,"A.G., M.D.",,,POINT (-107.71731873650738 37.901016214467305),CO,2021-02-10,Senator Beck,
46,151,"A.G., M.D.",,,POINT (-107.71735773654561 37.9010182148261),CO,2021-02-10,Senator Beck,
47,145,"A.G., M.D.",,,POINT (-107.71738473657221 37.90102321507489),CO,2021-02-10,Senator Beck,
48,142,"A.G., M.D.",,,POINT (-107.71742473661175 37.9010332154438),CO,2021-02-10,Senator Beck,
49,144,"A.G., M.D.",,,POINT (-107.71745573664218 37.90103521572905),CO,2021-02-10,Senator Beck,
50,146,"A.G., M.D.",,,POINT (-107.71748873667458 37.90103821603279),CO,2021-02-10,Senator Beck,
51,147,"A.G., M.D.",,WP,POINT (-107.71752573671094 37.901042216373476),CO,2021-02-10,Senator Beck,
52,159,"A.G., M.D.",,SP,POINT (-107.720056739199 37.90124723967873),CO,2021-02-10,Senator Beck,
53,165,"A.G., M.D.",,,POINT (-107.72004173918577 37.90128323954486),CO,2021-02-10,Senator Beck,
54,169,"A.G., M.D.",,,POINT (-107.72002973917462 37.90129823943615),CO,2021-02-10,Senator Beck,
55,141,"A.G., M.D.",,,POINT (-107.72002173916793 37.901326239365794),CO,2021-02-10,Senator Beck,
56,141,"A.G., M.D.",,,POINT (-107.720021739169 37.90135223936879),CO,2021-02-10,Senator Beck,
57,189,"A.G., M.D.",,,POINT (-107.72000373915292 37.90139023920754),CO,2021-02-10,Senator Beck,
58,149,"A.G., M.D.",,,POINT (-107.71999573914637 37.90142223913763),CO,2021-02-10,Senator Beck,
59,119,"A.G., M.D.",,,POINT (-107.71998673913863 37.90144823905781),CO,2021-02-10,Senator Beck,
60,121,"A.G., M.D.",,,POINT (-107.71998873914167 37.90147423907925),CO,2021-02-10,Senator Beck,
61,149,"A.G., M.D.",,,POINT (-107.71998873914274 37.901500239082246),CO,2021-02-10,Senator Beck,
62,156,"A.G., M.D.",,,POINT (-107.71997973913486 37.9015232390021),CO,2021-02-10,Senator Beck,
63,143,"A.G., M.D.",,,POINT (-107.71997973913605 37.90155223900546),CO,2021-02-10,Senator Beck,
64,120,"A.G., M.D.",,,POINT (-107.71997073912837 37.90158023892588),CO,2021-02-10,Senator Beck,
65,94,"A.G., M.D.",,,POINT (-107.71995473911359 37.90160223878119),CO,2021-02-10,Senator Beck,
66,85,"A.G., M.D.",,,POINT (-107.71994973910996 37.901633238738754),CO,2021-02-10,Senator Beck,
67,113,"A.G., M.D.",,,POINT (-107.71994373910508 37.90165723868632),CO,2021-02-10,Senator Beck,
68,122,"A.G., M.D.",,,POINT (-107.71993073909333 37.90168123856947),CO,2021-02-10,Senator Beck,
69,116,"A.G., M.D.",,,POINT (-107.71992373908735 37.9017032385076),CO,2021-02-10,Senator Beck,
70,62,"A.G., M.D.",,,POINT (-107.71991373907896 37.901737238419514),CO,2021-02-10,Senator Beck,
71,20,"A.G., M.D.",,,POINT (-107.71991573908181 37.90175923844048),CO,2021-02-10,Senator Beck,
72,71,"A.G., M.D.",,,POINT (-107.71990573907308 37.90178523835146),CO,2021-02-10,Senator Beck,
73,78,"A.G., M.D.",,,POINT (-107.7199007390692 37.90181023830834),CO,2021-02-10,Senator Beck,
74,138,"A.G., M.D.",,,POINT (-107.71989073906047 37.90183623821934),CO,2021-02-10,Senator Beck,
75,151,"A.G., M.D.",,,POINT (-107.71988373905484 37.90186623815838),CO,2021-02-10,Senator Beck,
76,150,"A.G., M.D.",,NP,POINT (-107.71987573904825 37.90189623808824),CO,2021-02-10,Senator Beck,
77,144,"A.G., M.D.",,SP,POINT (-107.71122373081542 37.90715515920046),CO,2021-02-10,Senator Beck,
78,138,"A.G., M.D.",,,POINT (-107.71115573074916 37.907151158576184),CO,2021-02-10,Senator Beck,
79,134,"A.G., M.D.",,,POINT (-107.71112273071732 37.90715715827416),CO,2021-02-10,Senator Beck,
80,142,"A.G., M.D.",,,POINT (-107.71108873068411 37.907153157961794),CO,2021-02-10,Senator Beck,
81,141,"A.G., M.D.",,,POINT (-107.71105173064822 37.90715515762262),CO,2021-02-10,Senator Beck,
82,154,"A.G., M.D.",,,POINT (-107.71102373062133 37.90716315736669),CO,2021-02-10,Senator Beck,
83,143,"A.G., M.D.",,,POINT (-107.71099473059316 37.907163157100676),CO,2021-02-10,Senator Beck,
84,138,"A.G., M.D.",,,POINT (-107.71096173056117 37.907165156798186),CO,2021-02-10,Senator Beck,
85,142,"A.G., M.D.",,,POINT (-107.71092673052712 37.90716415647701),CO,2021-02-10,Senator Beck,
86,144,"A.G., M.D.",,,POINT (-107.71089173049302 37.90716215615573),CO,2021-02-10,Senator Beck,
87,157,"A.G., M.D.",,,POINT (-107.71084873045127 37.90716315576146),CO,2021-02-10,Senator Beck,
88,141,"A.G., M.D.",,,POINT (-107.71081773042091 37.907157155476405),CO,2021-02-10,Senator Beck,
89,153,"A.G., M.D.",,,POINT (-107.71078273038697 37.90715915515559),CO,2021-02-10,Senator Beck,
90,144,"A.G., M.D.",,,POINT (-107.71074873035386 37.90715715484353),CO,2021-02-10,Senator Beck,
91,155,"A.G., M.D.",,,POINT (-107.71071073031695 37.90715715449497),CO,2021-02-10,Senator Beck,
92,146,"A.G., M.D.",,,POINT (-107.71067573028301 37.90715915417417),CO,2021-02-10,Senator Beck,
93,150,"A.G., M.D.",,,POINT (-107.7106467302548 37.907158153908085),CO,2021-02-10,Senator Beck,
94,151,"A.G., M.D.",,,POINT (-107.71061373022269 37.9071571536053),CO,2021-02-10,Senator Beck,
95,150,"A.G., M.D.",,,POINT (-107.71057973018979 37.907160153293795),CO,2021-02-10,Senator Beck,
96,150,"A.G., M.D.",,,POINT (-107.71054373015482 37.90716015296362),CO,2021-02-10,Senator Beck,
97,149,"A.G., M.D.",,,POINT (-107.71051673012848 37.907157152715655),CO,2021-02-10,Senator Beck,
98,151,"A.G., M.D.",,,POINT (-107.71047573008825 37.90714715233846),CO,2021-02-10,Senator Beck,
99,150,"A.G., M.D.",,,POINT (-107.71045173006515 37.907152152118925),CO,2021-02-10,Senator Beck,
100,153,"A.G., M.D.",,,POINT (-107.71042373003819 37.90715815186283),CO,2021-02-10,Senator Beck,
101,149,"A.G., M.D.",,,POINT (-107.71038473000044 37.907161151505484),CO,2021-02-10,Senator Beck,
102,154,"A.G., M.D.",,NP,POINT (-107.71035172996838 37.907161151202864),CO,2021-02-10,Senator Beck,
103,78,"A.G., M.D.",,SP,POINT (-107.72509574231934 37.85712128094914),CO,2021-02-10,Senator Beck,
104,89,"A.G., M.D.",,,POINT (-107.72507074229608 37.857153280722486),CO,2021-02-10,Senator Beck,
105,88,"A.G., M.D.",,,POINT (-107.7250597422865 37.85718328062463),CO,2021-02-10,Senator Beck,
106,97,"A.G., M.D.",,,POINT (-107.72505374228129 37.8571992805712),CO,2021-02-10,Senator Beck,
107,94,"A.G., M.D.",,,POINT (-107.7250557422847 37.85723428059372),CO,2021-02-10,Senator Beck,
108,95,"A.G., M.D.",,BRIB,POINT (-107.72506174229169 37.857260280652056),CO,2021-02-10,Senator Beck,
109,106,"A.G., M.D.",,,POINT (-107.72506474229597 37.857292280683446),CO,2021-02-10,Senator Beck,
110,104,"A.G., M.D.",,,POINT (-107.7250657422982 37.85732228069618),CO,2021-02-10,Senator Beck,
111,100,"A.G., M.D.",,,POINT (-107.72505974229355 37.857352280644385),CO,2021-02-10,Senator Beck,
112,95,"A.G., M.D.",,,POINT (-107.72506274229767 37.857380280675315),CO,2021-02-10,Senator Beck,
113,98,"A.G., M.D.",,,POINT (-107.72506774230392 37.85741228072512),CO,2021-02-10,Senator Beck,
114,107,"A.G., M.D.",,,POINT (-107.72506474230205 37.85743828070051),CO,2021-02-10,Senator Beck,
115,103,"A.G., M.D.",,,POINT (-107.72505074228961 37.85747028057524),CO,2021-02-10,Senator Beck,
116,101,"A.G., M.D.",,,POINT (-107.72506274230282 37.85750428068982),CO,2021-02-10,Senator Beck,
117,99,"A.G., M.D.",,,POINT (-107.72506874230986 37.857531280748255),CO,2021-02-10,Senator Beck,
118,101,"A.G., M.D.",,,POINT (-107.7250607423024 37.857541280675704),CO,2021-02-10,Senator Beck,
119,91,"A.G., M.D.",,NP,POINT (-107.72505674229971 37.85757128064235),CO,2021-02-10,Senator Beck,
120,48,"A.G., M.D.",,NP,POINT (-107.66496468340895 37.81440672800664),CO,2021-02-10,Senator Beck,
121,44,"A.G., M.D.",,,POINT (-107.66499368343452 37.81437772826474),CO,2021-02-10,Senator Beck,
122,41,"A.G., M.D.",,,POINT (-107.66501668345494 37.81435872846987),CO,2021-02-10,Senator Beck,
123,45,"A.G., M.D.",,,POINT (-107.66504668348193 37.81434272873842),CO,2021-02-10,Senator Beck,
124,40,"A.G., M.D.",,,POINT (-107.66504768348214 37.81432472874542),CO,2021-02-10,Senator Beck,
125,40,"A.G., M.D.",,,POINT (-107.66506868350028 37.814293728931176),CO,2021-02-10,Senator Beck,
126,49,"A.G., M.D.",,,POINT (-107.6650876835171 37.81427672910049),CO,2021-02-10,Senator Beck,
127,45,"A.G., M.D.",,,POINT (-107.66510668353372 37.81425472926926),CO,2021-02-10,Senator Beck,
128,44,"A.G., M.D.",,,POINT (-107.66512168354662 37.81423072940172),CO,2021-02-10,Senator Beck,
129,46,"A.G., M.D.",,SP,POINT (-107.66513968356259 37.814215729562264),CO,2021-02-10,Senator Beck,
130,79,"A.G., M.D.",,SP,POINT (-107.71702873620855 37.90064621175852),CO,2021-01-20,Senator Beck,
131,90,"A.G., M.D.",,,POINT (-107.71702973621038 37.900667211770156),CO,2021-01-20,Senator Beck,
132,113,"A.G., M.D.",,,POINT (-107.71703573621781 37.900705211829674),CO,2021-01-20,Senator Beck,
133,110,"A.G., M.D.",,,POINT (-107.71703473621761 37.900724211822684),CO,2021-01-20,Senator Beck,
134,100,"A.G., M.D.",,,POINT (-107.71703673622085 37.900755211844654),CO,2021-01-20,Senator Beck,
135,103,"A.G., M.D.",,,POINT (-107.71703673622183 37.90077921184744),CO,2021-01-20,Senator Beck,
136,105,"A.G., M.D.",,,POINT (-107.71703573622202 37.90080721184146),CO,2021-01-20,Senator Beck,
137,101,"A.G., M.D.",,,POINT (-107.71703473622202 37.900831211835055),CO,2021-01-20,Senator Beck,
138,101,"A.G., M.D.",,,POINT (-107.71702873621706 37.90085321178246),CO,2021-01-20,Senator Beck,
139,103,"A.G., M.D.",,,POINT (-107.71703873622828 37.90088821187842),CO,2021-01-20,Senator Beck,
140,103,"A.G., M.D.",,,POINT (-107.71703873622947 37.90091721188177),CO,2021-01-20,Senator Beck,
141,105,"A.G., M.D.",,,POINT (-107.7170267362186 37.90093821177388),CO,2021-01-20,Senator Beck,
142,104,"A.G., M.D.",,,POINT (-107.71703673623001 37.90097821187043),CO,2021-01-20,Senator Beck,
143,105,"A.G., M.D.",,,POINT (-107.71703173622609 37.90100121182714),CO,2021-01-20,Senator Beck,
144,101,"A.G., M.D.",,,POINT (-107.71703473623009 37.901027211857716),CO,2021-01-20,Senator Beck,
145,102,"A.G., M.D.",,,POINT (-107.71703573623212 37.901053211869915),CO,2021-01-20,Senator Beck,
146,98,"A.G., M.D.",,,POINT (-107.71703273623014 37.901076211845),CO,2021-01-20,Senator Beck,
147,96,"A.G., M.D.",,,POINT (-107.71702873622738 37.901104211811464),CO,2021-01-20,Senator Beck,
148,90,"A.G., M.D.",,,POINT (-107.71703373623338 37.901131211860545),CO,2021-01-20,Senator Beck,
149,85,"A.G., M.D.",,,POINT (-107.71703873623943 37.90115921190974),CO,2021-01-20,Senator Beck,
150,88,"A.G., M.D.",,,POINT (-107.71703673623844 37.901183211894114),CO,2021-01-20,Senator Beck,
151,94,"A.G., M.D.",,,POINT (-107.71703473623757 37.90120921187877),CO,2021-01-20,Senator Beck,
152,102,"A.G., M.D.",,,POINT (-107.71703273623665 37.901234211863255),CO,2021-01-20,Senator Beck,
153,96,"A.G., M.D.",,,POINT (-107.71703273623795 37.901266211866954),CO,2021-01-20,Senator Beck,
154,93,"A.G., M.D.",,,POINT (-107.71702573623213 37.9012912118055),CO,2021-01-20,Senator Beck,
155,97,"A.G., M.D.",,NP,POINT (-107.71702373623137 37.90132021179048),CO,2021-01-20,Senator Beck,
156,84,"A.G., M.D.",,EP,POINT (-107.71662173582308 37.9009482080523),CO,2021-01-20,Senator Beck,
157,98,"A.G., M.D.",,,POINT (-107.71665073585137 37.900947208318726),CO,2021-01-20,Senator Beck,
158,96,"A.G., M.D.",,,POINT (-107.71668873588882 37.900954208668814),CO,2021-01-20,Senator Beck,
159,100,"A.G., M.D.",,,POINT (-107.71672773592698 37.90095520902741),CO,2021-01-20,Senator Beck,
160,106,"A.G., M.D.",,,POINT (-107.7167587359574 37.9009582093127),CO,2021-01-20,Senator Beck,
161,109,"A.G., M.D.",,,POINT (-107.71679473599292 37.90096620964452),CO,2021-01-20,Senator Beck,
162,100,"A.G., M.D.",,,POINT (-107.7168247360225 37.90097220992098),CO,2021-01-20,Senator Beck,
163,96,"A.G., M.D.",,,POINT (-107.71685773605502 37.90097821022502),CO,2021-01-20,Senator Beck,
164,100,"A.G., M.D.",,,POINT (-107.71689673609335 37.90098321058405),CO,2021-01-20,Senator Beck,
165,100,"A.G., M.D.",,,POINT (-107.71692673612272 37.90098421085995),CO,2021-01-20,Senator Beck,
166,97,"A.G., M.D.",,,POINT (-107.71695873615401 37.9009842111541),CO,2021-01-20,Senator Beck,
167,101,"A.G., M.D.",,,POINT (-107.7169917361861 37.90098021145701),CO,2021-01-20,Senator Beck,
168,100,"A.G., M.D.",,,POINT (-107.71701873621251 37.9009802117052),CO,2021-01-20,Senator Beck,
169,100,"A.G., M.D.",,,POINT (-107.7170597362528 37.900985212082674),CO,2021-01-20,Senator Beck,
170,102,"A.G., M.D.",,,POINT (-107.71709473628711 37.900987212404665),CO,2021-01-20,Senator Beck,
171,94,"A.G., M.D.",,,POINT (-107.71712773631921 37.900983212707544),CO,2021-01-20,Senator Beck,
172,85,"A.G., M.D.",,,POINT (-107.71716073635159 37.900985213011175),CO,2021-01-20,Senator Beck,
173,104,"A.G., M.D.",,,POINT (-107.71719773638783 37.90098721335155),CO,2021-01-20,Senator Beck,
174,96,"A.G., M.D.",,,POINT (-107.71723773642717 37.90099221371986),CO,2021-01-20,Senator Beck,
175,95,"A.G., M.D.",,,POINT (-107.71725973644888 37.90099721392269),CO,2021-01-20,Senator Beck,
176,99,"A.G., M.D.",,,POINT (-107.71729473648328 37.901001214244936),CO,2021-01-20,Senator Beck,
177,98,"A.G., M.D.",,,POINT (-107.71733573652352 37.90100421462222),CO,2021-01-20,Senator Beck,
178,94,"A.G., M.D.",,,POINT (-107.71736373655082 37.901002214879405),CO,2021-01-20,Senator Beck,
179,97,"A.G., M.D.",,,POINT (-107.71740373659023 37.901009215247974),CO,2021-01-20,Senator Beck,
180,99,"A.G., M.D.",,,POINT (-107.71742973661574 37.90101121548724),CO,2021-01-20,Senator Beck,
181,94,"A.G., M.D.",,,POINT (-107.71746673665237 37.90102121582857),CO,2021-01-20,Senator Beck,
182,97,"A.G., M.D.",,WP,POINT (-107.71749673668141 37.90101421610359),CO,2021-01-20,Senator Beck,
183,103,"A.G., M.D.",,SP,POINT (-107.7200037391477 37.90126423919296),CO,2021-01-20,Senator Beck,
184,80,"A.G., M.D.",,,POINT (-107.72000473915026 37.90130223920656),CO,2021-01-20,Senator Beck,
185,114,"A.G., M.D.",,,POINT (-107.71999173913824 37.90132023908902),CO,2021-01-20,Senator Beck,
186,89,"A.G., M.D.",,,POINT (-107.71997773912604 37.901357238964465),CO,2021-01-20,Senator Beck,
187,90,"A.G., M.D.",,,POINT (-107.71997573912508 37.90138123894883),CO,2021-01-20,Senator Beck,
188,117,"A.G., M.D.",,,POINT (-107.71997473912491 37.901401238941936),CO,2021-01-20,Senator Beck,
189,69,"A.G., M.D.",,,POINT (-107.71996773911928 37.90143123888102),CO,2021-01-20,Senator Beck,
190,61,"A.G., M.D.",,,POINT (-107.7199637391162 37.901451238846526),CO,2021-01-20,Senator Beck,
191,75,"A.G., M.D.",,,POINT (-107.7199587391127 37.90148523880445),CO,2021-01-20,Senator Beck,
192,106,"A.G., M.D.",,,POINT (-107.71995273910775 37.90150823875188),CO,2021-01-20,Senator Beck,
193,94,"A.G., M.D.",,,POINT (-107.71994173909812 37.90153623865391),CO,2021-01-20,Senator Beck,
194,97,"A.G., M.D.",,,POINT (-107.71992873908597 37.90155123853602),CO,2021-01-20,Senator Beck,
195,72,"A.G., M.D.",,,POINT (-107.71991973907832 37.901579238456435),CO,2021-01-20,Senator Beck,
196,59,"A.G., M.D.",,,POINT (-107.71991173907142 37.90160223838547),CO,2021-01-20,Senator Beck,
197,41,"A.G., M.D.",,,POINT (-107.71991173907288 37.90163823838964),CO,2021-01-20,Senator Beck,
198,65,"A.G., M.D.",,,POINT (-107.71989973906183 37.901655238281194),CO,2021-01-20,Senator Beck,
199,78,"A.G., M.D.",,,POINT (-107.71988673905015 37.901681238164564),CO,2021-01-20,Senator Beck,
200,69,"A.G., M.D.",,,POINT (-107.71988373904861 37.9017152381409),CO,2021-01-20,Senator Beck,
201,43,"A.G., M.D.",,,POINT (-107.71987473904058 37.90173423806028),CO,2021-01-20,Senator Beck,
202,22,"A.G., M.D.",,,POINT (-107.7198637390309 37.901761237962184),CO,2021-01-20,Senator Beck,
203,48,"A.G., M.D.",,,POINT (-107.71986573903393 37.90178723798362),CO,2021-01-20,Senator Beck,
204,46,"A.G., M.D.",,,POINT (-107.7198627390322 37.901816237959345),CO,2021-01-20,Senator Beck,
205,92,"A.G., M.D.",,,POINT (-107.71985273902354 37.90184423787058),CO,2021-01-20,Senator Beck,
206,97,"A.G., M.D.",,,POINT (-107.71984573901779 37.90187123780926),CO,2021-01-20,Senator Beck,
207,87,"A.G., M.D.",,NP,POINT (-107.71983873901169 37.901890237747075),CO,2021-01-20,Senator Beck,
208,105,"A.G., M.D.",,SP,POINT (-107.71119673078958 37.90716515895391),CO,2021-01-20,Senator Beck,
209,88,"A.G., M.D.",,,POINT (-107.7111587307525 37.90716215860495),CO,2021-01-20,Senator Beck,
210,92,"A.G., M.D.",,,POINT (-107.71112473071938 37.90716015829285),CO,2021-01-20,Senator Beck,
211,98,"A.G., M.D.",,,POINT (-107.71109873069445 37.90716815805526),CO,2021-01-20,Senator Beck,
212,104,"A.G., M.D.",,,POINT (-107.71107273066904 37.90716515781641),CO,2021-01-20,Senator Beck,
213,102,"A.G., M.D.",,,POINT (-107.71103073062805 37.90716115743066),CO,2021-01-20,Senator Beck,
214,89,"A.G., M.D.",,,POINT (-107.71099473059307 37.90716115710042),CO,2021-01-20,Senator Beck,
215,91,"A.G., M.D.",,,POINT (-107.7109597305587 37.907152156778345),CO,2021-01-20,Senator Beck,
216,93,"A.G., M.D.",,,POINT (-107.71091773051783 37.90715115639296),CO,2021-01-20,Senator Beck,
217,104,"A.G., M.D.",,,POINT (-107.71088973049042 37.907146156135546),CO,2021-01-20,Senator Beck,
218,111,"A.G., M.D.",,,POINT (-107.71083773043956 37.90713815565764),CO,2021-01-20,Senator Beck,
219,100,"A.G., M.D.",,,POINT (-107.71080773041054 37.907141155382824),CO,2021-01-20,Senator Beck,
220,89,"A.G., M.D.",,,POINT (-107.71075273035702 37.907139154878124),CO,2021-01-20,Senator Beck,
221,101,"A.G., M.D.",,,POINT (-107.7107257303307 37.907137154630256),CO,2021-01-20,Senator Beck,
222,95,"A.G., M.D.",,,POINT (-107.7106937302997 37.90713915433695),CO,2021-01-20,Senator Beck,
223,111,"A.G., M.D.",,,POINT (-107.71066173026848 37.90713615404311),CO,2021-01-20,Senator Beck,
224,104,"A.G., M.D.",,,POINT (-107.71063273024008 37.90713015377645),CO,2021-01-20,Senator Beck,
225,108,"A.G., M.D.",,,POINT (-107.71059573020408 37.90712915343697),CO,2021-01-20,Senator Beck,
226,106,"A.G., M.D.",,,POINT (-107.71056073016999 37.90712715311574),CO,2021-01-20,Senator Beck,
227,104,"A.G., M.D.",,,POINT (-107.71052173013199 37.90712415275771),CO,2021-01-20,Senator Beck,
228,100,"A.G., M.D.",,,POINT (-107.7104947301056 37.90712015250961),CO,2021-01-20,Senator Beck,
229,101,"A.G., M.D.",,,POINT (-107.71046073007257 37.9071201521978),CO,2021-01-20,Senator Beck,
230,102,"A.G., M.D.",,,POINT (-107.71041773003077 37.90711915180332),CO,2021-01-20,Senator Beck,
231,103,"A.G., M.D.",,,POINT (-107.71039273000669 37.907124151574614),CO,2021-01-20,Senator Beck,
232,98,"A.G., M.D.",,,POINT (-107.71035272996797 37.90712715120811),CO,2021-01-20,Senator Beck,
233,101,"A.G., M.D.",,NP,POINT (-107.71031572993206 37.90712815086891),CO,2021-01-20,Senator Beck,
234,58,"A.G., M.D.",,SP,POINT (-107.72500074222785 37.857168280079144),CO,2021-01-20,Senator Beck,
235,64,"A.G., M.D.",,,POINT (-107.72501874224585 37.857175280245855),CO,2021-01-20,Senator Beck,
236,61,"A.G., M.D.",,,POINT (-107.7250207422489 37.85720128026732),CO,2021-01-20,Senator Beck,
237,71,"A.G., M.D.",,,POINT (-107.72502174225104 37.8572292802798),CO,2021-01-20,Senator Beck,
238,70,"A.G., M.D.",,,POINT (-107.7250327422632 37.857261280384904),CO,2021-01-20,Senator Beck,
239,69,"A.G., M.D.",,,POINT (-107.72502774225978 37.85729728034306),CO,2021-01-20,Senator Beck,
240,82,"A.G., M.D.",,,POINT (-107.72503574226874 37.857323280419806),CO,2021-01-20,Senator Beck,
241,78,"A.G., M.D.",,,POINT (-107.72502774226211 37.85735328034959),CO,2021-01-20,Senator Beck,
242,74,"A.G., M.D.",,,POINT (-107.72503374226913 37.85738028040805),CO,2021-01-20,Senator Beck,
243,69,"A.G., M.D.",,,POINT (-107.72503374227004 37.85740228041063),CO,2021-01-20,Senator Beck,
244,69,"A.G., M.D.",,,POINT (-107.72503374227085 37.857421280412844),CO,2021-01-20,Senator Beck,
245,76,"A.G., M.D.",,,POINT (-107.72503574227382 37.85744528043409),CO,2021-01-20,Senator Beck,
246,75,"A.G., M.D.",,,POINT (-107.72503674227555 37.8574632804454),CO,2021-01-20,Senator Beck,
247,74,"A.G., M.D.",,,POINT (-107.72503974227945 37.85748628047574),CO,2021-01-20,Senator Beck,
248,56,"A.G., M.D.",,,POINT (-107.72504974229017 37.857507280570346),CO,2021-01-20,Senator Beck,
249,64,"A.G., M.D.",,,POINT (-107.7250457422876 37.85754028053735),CO,2021-01-20,Senator Beck,
250,68,"A.G., M.D.",,NP,POINT (-107.72505374229853 37.85761328061961),CO,2021-01-20,Senator Beck,
251,36,"A.G., M.D.",,NP,POINT (-107.66494568339179 37.81441472783633),CO,2021-01-20,Senator Beck,
252,30,"A.G., M.D.",,,POINT (-107.6649986834387 37.81436672830854),CO,2021-01-20,Senator Beck,
