,B_20_params,B_21_params,C_21_params,DC_20_params,F_20_params,F_21_params,LC_21_params,M_20_params,M_21_params,Lievens,Regional
Banner_2020-02-18,1.042917216762543,0.9286173470856293,1.4664629506910611,0.9085192340811811,2.033951193059797,1.0807366272279002,0.8680020926022494,0.9457876642172387,0.9956892039280405,0.9427933450118029,0.9477595614302822
Banner_2021-03-15,1.9128444969756588,0.8003965250732121,3.114654119753574,1.168636393291397,4.388506395663513,1.865906932487796,1.1872880983074843,1.5781297496750744,1.3259243845169777,0.8321792247348154,1.3523211581561232
Cameron_2021-03-19,1.1819098607359637,1.1614588031999469,1.361015817379652,1.1442050715347725,1.6826776446850769,1.2047076149622236,1.1239254301945507,1.1472468959624469,1.172254334913235,1.1732216785512102,1.1570175441911017
Dry_Creek_2020-02-19,1.1268518121745112,0.6419429190169763,1.8919444951737507,0.7752975945044731,2.6379213033078237,1.0869163295487416,0.7625781943775911,0.9560649691974222,0.8830535664731367,0.6698486914444466,0.8561903070653598
Frasier_2020-02-11,0.9294978473064179,0.9218311583098138,1.0172223769897049,0.922043381846763,1.2036555805564266,0.9557596794891517,0.8978991900564167,0.9107729099130836,0.9334962414405438,0.9346065067537624,0.9299534898857778
Frasier_2021-03-19,0.7968876687008329,0.6136285795540269,1.1162172361579066,0.704078112391239,1.5761177344261978,0.7974960273913918,0.6567131651839568,0.7246327472176779,0.756912401861426,0.6420200552404102,0.7317278676398012
Little_Cottonwood_2021-03-18,1.9439665855033144,1.1827329900846664,2.8600730556552945,1.3031173678360852,3.6490361110031557,2.1474620693741224,1.2826749138173281,1.6563930516014351,1.658102078387441,1.2204887210124504,1.5267256568225425
Mores_2020-02-09,1.3575933257396164,1.0698418127711717,2.01705540092707,1.0488505407852333,2.726772871260064,1.392781459224134,1.0339880344299102,1.1938969624365923,1.1606018125190414,1.0750377607137493,1.1305891692536716
Mores_2021-03-15,1.533350932029695,0.99835465159767,2.293056555288531,1.1186152876069726,3.191385195702343,1.5075301742759266,1.0977073449225099,1.3170703838704076,1.2021035102562971,1.010791924636633,1.218566410793007
